name,category,watts_avg,start_up_spike_w,revenue_if_running_rwf_per_h,status,revenue_density,timestamp,hour,p_outage,p_lower,p_upper,expected_duration_if_outage_min,power_cap_w,naive_full_on_revenue_rwf,planned_revenue_rwf,priority_rank
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 04:00:00,04:00,0.0412392187351827,0.0154409080097057,0.0627148516977388,105.0189898604527,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 04:00:00,04:00,0.0412392187351827,0.0154409080097057,0.0627148516977388,105.0189898604527,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 05:00:00,05:00,0.0301936215886131,0.0215167118535543,0.0455031523153618,80.01831944273422,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 05:00:00,05:00,0.0301936215886131,0.0215167118535543,0.0455031523153618,80.01831944273422,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 05:00:00,05:00,0.0301936215886131,0.0215167118535543,0.0455031523153618,80.01831944273422,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 05:00:00,05:00,0.0301936215886131,0.0215167118535543,0.0455031523153618,80.01831944273422,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 05:00:00,05:00,0.0301936215886131,0.0215167118535543,0.0455031523153618,80.01831944273422,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 06:00:00,06:00,0.0328167022689232,0.0232759334086802,0.0515653408060258,98.50514852196162,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 06:00:00,06:00,0.0328167022689232,0.0232759334086802,0.0515653408060258,98.50514852196162,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 06:00:00,06:00,0.0328167022689232,0.0232759334086802,0.0515653408060258,98.50514852196162,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 06:00:00,06:00,0.0328167022689232,0.0232759334086802,0.0515653408060258,98.50514852196162,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 06:00:00,06:00,0.0328167022689232,0.0232759334086802,0.0515653408060258,98.50514852196162,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 07:00:00,07:00,0.050389391361043,0.0432982005154621,0.0642939496489389,80.01930113172375,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 07:00:00,07:00,0.050389391361043,0.0432982005154621,0.0642939496489389,80.01930113172375,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 07:00:00,07:00,0.050389391361043,0.0432982005154621,0.0642939496489389,80.01930113172375,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 07:00:00,07:00,0.050389391361043,0.0432982005154621,0.0642939496489389,80.01930113172375,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 07:00:00,07:00,0.050389391361043,0.0432982005154621,0.0642939496489389,80.01930113172375,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 08:00:00,08:00,0.0560116780282888,0.0484873496835638,0.0679880657643304,70.11349534188234,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 08:00:00,08:00,0.0560116780282888,0.0484873496835638,0.0679880657643304,70.11349534188234,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 08:00:00,08:00,0.0560116780282888,0.0484873496835638,0.0679880657643304,70.11349534188234,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 08:00:00,08:00,0.0560116780282888,0.0484873496835638,0.0679880657643304,70.11349534188234,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 08:00:00,08:00,0.0560116780282888,0.0484873496835638,0.0679880657643304,70.11349534188234,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 09:00:00,09:00,0.0527674206161095,0.0319733811906376,0.0779456717751604,88.16464685897412,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 09:00:00,09:00,0.0527674206161095,0.0319733811906376,0.0779456717751604,88.16464685897412,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 09:00:00,09:00,0.0527674206161095,0.0319733811906376,0.0779456717751604,88.16464685897412,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 09:00:00,09:00,0.0527674206161095,0.0319733811906376,0.0779456717751604,88.16464685897412,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 09:00:00,09:00,0.0527674206161095,0.0319733811906376,0.0779456717751604,88.16464685897412,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 10:00:00,10:00,0.0450290663166288,0.0321367543052056,0.0713605249009161,83.77324386160824,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 10:00:00,10:00,0.0450290663166288,0.0321367543052056,0.0713605249009161,83.77324386160824,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 10:00:00,10:00,0.0450290663166288,0.0321367543052056,0.0713605249009161,83.77324386160824,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 10:00:00,10:00,0.0450290663166288,0.0321367543052056,0.0713605249009161,83.77324386160824,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 10:00:00,10:00,0.0450290663166288,0.0321367543052056,0.0713605249009161,83.77324386160824,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 11:00:00,11:00,0.0338489981767449,0.0270261105044327,0.052788754296311,78.86558590862982,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 11:00:00,11:00,0.0338489981767449,0.0270261105044327,0.052788754296311,78.86558590862982,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 11:00:00,11:00,0.0338489981767449,0.0270261105044327,0.052788754296311,78.86558590862982,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 11:00:00,11:00,0.0338489981767449,0.0270261105044327,0.052788754296311,78.86558590862982,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 11:00:00,11:00,0.0338489981767449,0.0270261105044327,0.052788754296311,78.86558590862982,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 12:00:00,12:00,0.0395384534573221,0.0367049378167966,0.0631754746105712,77.21600619832702,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 12:00:00,12:00,0.0395384534573221,0.0367049378167966,0.0631754746105712,77.21600619832702,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 12:00:00,12:00,0.0395384534573221,0.0367049378167966,0.0631754746105712,77.21600619832702,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 12:00:00,12:00,0.0395384534573221,0.0367049378167966,0.0631754746105712,77.21600619832702,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 12:00:00,12:00,0.0395384534573221,0.0367049378167966,0.0631754746105712,77.21600619832702,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 13:00:00,13:00,0.0506249591359485,0.0366469733717773,0.0678944189064372,63.57495764905742,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 13:00:00,13:00,0.0506249591359485,0.0366469733717773,0.0678944189064372,63.57495764905742,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 13:00:00,13:00,0.0506249591359485,0.0366469733717773,0.0678944189064372,63.57495764905742,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 13:00:00,13:00,0.0506249591359485,0.0366469733717773,0.0678944189064372,63.57495764905742,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 13:00:00,13:00,0.0506249591359485,0.0366469733717773,0.0678944189064372,63.57495764905742,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 14:00:00,14:00,0.0612565424916461,0.0469206968015293,0.06915240275293,78.29877878453891,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 14:00:00,14:00,0.0612565424916461,0.0469206968015293,0.06915240275293,78.29877878453891,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 14:00:00,14:00,0.0612565424916461,0.0469206968015293,0.06915240275293,78.29877878453891,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 14:00:00,14:00,0.0612565424916461,0.0469206968015293,0.06915240275293,78.29877878453891,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 14:00:00,14:00,0.0612565424916461,0.0469206968015293,0.06915240275293,78.29877878453891,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 15:00:00,15:00,0.036648567015926,0.0226409950467008,0.0676550193827909,83.85262525226514,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 15:00:00,15:00,0.036648567015926,0.0226409950467008,0.0676550193827909,83.85262525226514,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 15:00:00,15:00,0.036648567015926,0.0226409950467008,0.0676550193827909,83.85262525226514,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 15:00:00,15:00,0.036648567015926,0.0226409950467008,0.0676550193827909,83.85262525226514,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 15:00:00,15:00,0.036648567015926,0.0226409950467008,0.0676550193827909,83.85262525226514,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 16:00:00,16:00,0.0572845820099833,0.0416463749400218,0.0721922095780996,68.93601637118671,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 16:00:00,16:00,0.0572845820099833,0.0416463749400218,0.0721922095780996,68.93601637118671,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 16:00:00,16:00,0.0572845820099833,0.0416463749400218,0.0721922095780996,68.93601637118671,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 16:00:00,16:00,0.0572845820099833,0.0416463749400218,0.0721922095780996,68.93601637118671,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 16:00:00,16:00,0.0572845820099833,0.0416463749400218,0.0721922095780996,68.93601637118671,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 17:00:00,17:00,0.0440071240608921,0.0204951625972096,0.0717565563098245,81.7912708040181,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 17:00:00,17:00,0.0440071240608921,0.0204951625972096,0.0717565563098245,81.7912708040181,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 17:00:00,17:00,0.0440071240608921,0.0204951625972096,0.0717565563098245,81.7912708040181,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 17:00:00,17:00,0.0440071240608921,0.0204951625972096,0.0717565563098245,81.7912708040181,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 17:00:00,17:00,0.0440071240608921,0.0204951625972096,0.0717565563098245,81.7912708040181,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 18:00:00,18:00,0.0598764040393147,0.0332500572911928,0.0993664528560791,78.89642411604369,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 18:00:00,18:00,0.0598764040393147,0.0332500572911928,0.0993664528560791,78.89642411604369,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 18:00:00,18:00,0.0598764040393147,0.0332500572911928,0.0993664528560791,78.89642411604369,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 18:00:00,18:00,0.0598764040393147,0.0332500572911928,0.0993664528560791,78.89642411604369,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 18:00:00,18:00,0.0598764040393147,0.0332500572911928,0.0993664528560791,78.89642411604369,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 19:00:00,19:00,0.1112849761910206,0.0344086594009897,0.1854532202493513,144.7489671567221,1343.8,9872.86254376653,3480.525129166572,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 19:00:00,19:00,0.1112849761910206,0.0344086594009897,0.1854532202493513,144.7489671567221,1343.8,9872.86254376653,1789.9843521428083,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 19:00:00,19:00,0.1112849761910206,0.0344086594009897,0.1854532202493513,144.7489671567221,1343.8,9872.86254376653,2187.758652618988,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 19:00:00,19:00,0.1112849761910206,0.0344086594009897,0.1854532202493513,144.7489671567221,1343.8,9872.86254376653,6463.832382737919,1
iron_press,luxury,1200,1600,5500,OFF,4.583333333333333,2026-04-23 19:00:00,19:00,0.1112849761910206,0.0344086594009897,0.1854532202493513,144.7489671567221,1343.8,9872.86254376653,0.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 20:00:00,20:00,0.0891872264723292,0.0630496747965105,0.1103392786567599,91.75105503261256,1583.8,12543.396335158324,3484.3922353673424,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 20:00:00,20:00,0.0891872264723292,0.0630496747965105,0.1103392786567599,91.75105503261256,1583.8,12543.396335158324,1791.9731496174904,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 20:00:00,20:00,0.0891872264723292,0.0630496747965105,0.1103392786567599,91.75105503261256,1583.8,12543.396335158324,2190.1894050880437,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 20:00:00,20:00,0.0891872264723292,0.0630496747965105,0.1103392786567599,91.75105503261256,1583.8,12543.396335158324,6471.014151396493,1
iron_press,luxury,1200,1600,5500,OFF,4.583333333333333,2026-04-23 20:00:00,20:00,0.0891872264723292,0.0630496747965105,0.1103392786567599,91.75105503261256,1583.8,12543.396335158324,0.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 21:00:00,21:00,0.0587468406064838,0.0380538802647297,0.08725985295412,58.83308835790962,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 21:00:00,21:00,0.0587468406064838,0.0380538802647297,0.08725985295412,58.83308835790962,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 21:00:00,21:00,0.0587468406064838,0.0380538802647297,0.08725985295412,58.83308835790962,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 21:00:00,21:00,0.0587468406064838,0.0380538802647297,0.08725985295412,58.83308835790962,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 21:00:00,21:00,0.0587468406064838,0.0380538802647297,0.08725985295412,58.83308835790962,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 22:00:00,22:00,0.0616732735273802,0.0137258156850206,0.1187854910310472,131.8158813794034,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 22:00:00,22:00,0.0616732735273802,0.0137258156850206,0.1187854910310472,131.8158813794034,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 22:00:00,22:00,0.0616732735273802,0.0137258156850206,0.1187854910310472,131.8158813794034,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 22:00:00,22:00,0.0616732735273802,0.0137258156850206,0.1187854910310472,131.8158813794034,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 22:00:00,22:00,0.0616732735273802,0.0137258156850206,0.1187854910310472,131.8158813794034,1940.0,19500.0,5500.0,2
lights,critical,180,220,3500,ON,19.444444444444443,2026-04-23 23:00:00,23:00,0.054133349273205,0.0348255939660968,0.082650962399722,54.23479575060758,1940.0,19500.0,3500.0,0
phone_charging,critical,120,150,1800,ON,15.0,2026-04-23 23:00:00,23:00,0.054133349273205,0.0348255939660968,0.082650962399722,54.23479575060758,1940.0,19500.0,1800.0,0
cash_system,critical,90,120,2200,ON,24.444444444444443,2026-04-23 23:00:00,23:00,0.054133349273205,0.0348255939660968,0.082650962399722,54.23479575060758,1940.0,19500.0,2200.0,0
sewing_machine,comfort,350,500,6500,ON,18.571428571428573,2026-04-23 23:00:00,23:00,0.054133349273205,0.0348255939660968,0.082650962399722,54.23479575060758,1940.0,19500.0,6500.0,1
iron_press,luxury,1200,1600,5500,ON,4.583333333333333,2026-04-23 23:00:00,23:00,0.054133349273205,0.0348255939660968,0.082650962399722,54.23479575060758,1940.0,19500.0,5500.0,2
