timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,outage,duration_min
2025-10-27 11:00:00,72.822,19.91,68.42,1.98,0.0,0,0.0
2025-10-27 12:00:00,69.354,19.24,62.77,1.08,0.0,0,0.0
2025-10-27 13:00:00,71.827,19.34,62.62,2.06,3.72,0,0.0
2025-10-27 14:00:00,73.044,20.39,60.67,0.37,0.0,0,0.0
2025-10-27 15:00:00,72.895,23.2,68.62,1.16,0.0,1,169.4
2025-10-27 16:00:00,72.689,24.27,56.06,1.88,0.0,0,0.0
2025-10-27 17:00:00,75.318,24.86,55.35,1.76,0.0,0,0.0
2025-10-27 18:00:00,84.916,24.05,56.06,0.1,0.0,0,0.0
2025-10-27 19:00:00,86.479,25.52,62.56,0.93,0.0,0,0.0
2025-10-27 20:00:00,84.297,25.52,67.57,0.31,0.0,0,0.0
2025-10-27 21:00:00,78.478,25.51,56.23,0.42,0.0,0,0.0
2025-10-27 22:00:00,77.921,25.89,66.05,1.38,0.0,0,0.0
2025-10-27 23:00:00,74.517,24.48,57.49,2.55,0.0,0,0.0
2025-10-28 00:00:00,62.857,24.21,63.19,2.56,0.0,0,0.0
2025-10-28 01:00:00,63.391,22.51,55.1,2.16,0.0,0,0.0
2025-10-28 02:00:00,61.245,21.74,62.39,3.37,0.0,0,0.0
2025-10-28 03:00:00,64.149,21.12,65.15,1.91,0.0,0,0.0
2025-10-28 04:00:00,68.44,17.65,65.46,3.05,0.0,0,0.0
2025-10-28 05:00:00,68.245,18.18,60.66,3.15,0.0,0,0.0
2025-10-28 06:00:00,68.76,17.37,70.01,3.75,0.0,0,0.0
2025-10-28 07:00:00,64.322,16.76,72.49,3.53,0.0,0,0.0
2025-10-28 08:00:00,70.803,17.06,64.65,3.41,0.0,0,0.0
2025-10-28 09:00:00,74.114,19.32,65.94,3.16,0.0,0,0.0
2025-10-28 10:00:00,72.557,16.89,69.72,2.96,0.0,0,0.0
2025-10-28 11:00:00,70.908,19.73,59.79,2.91,0.0,0,0.0
2025-10-28 12:00:00,70.266,17.37,70.54,2.29,0.0,0,0.0
2025-10-28 13:00:00,66.927,19.96,60.23,1.64,0.0,0,0.0
2025-10-28 14:00:00,69.882,21.59,66.68,1.69,0.0,0,0.0
2025-10-28 15:00:00,70.926,23.13,55.8,1.64,0.0,0,0.0
2025-10-28 16:00:00,73.16,24.25,57.78,0.57,0.0,0,0.0
2025-10-28 17:00:00,83.405,25.17,60.9,0.72,0.0,0,0.0
2025-10-28 18:00:00,80.081,24.44,61.21,1.4,0.0,0,0.0
2025-10-28 19:00:00,77.122,24.7,65.93,0.1,0.0,0,0.0
2025-10-28 20:00:00,86.667,26.42,67.09,1.98,0.0,0,0.0
2025-10-28 21:00:00,75.978,25.03,54.59,0.34,0.0,0,0.0
2025-10-28 22:00:00,76.89,23.33,58.07,1.24,0.0,1,31.3
2025-10-28 23:00:00,69.494,22.86,59.65,1.24,0.0,0,0.0
2025-10-29 00:00:00,68.832,22.31,61.8,3.51,11.58,0,0.0
2025-10-29 01:00:00,63.956,23.04,61.58,2.29,0.0,0,0.0
2025-10-29 02:00:00,67.049,21.58,67.9,2.65,0.0,0,0.0
2025-10-29 03:00:00,65.146,21.2,66.84,3.04,3.36,0,0.0
2025-10-29 04:00:00,62.331,18.9,56.95,3.56,0.0,0,0.0
2025-10-29 05:00:00,66.603,18.77,63.56,3.45,0.0,0,0.0
2025-10-29 06:00:00,67.326,18.7,66.05,3.62,0.0,0,0.0
2025-10-29 07:00:00,65.533,17.17,64.6,1.53,0.0,0,0.0
2025-10-29 08:00:00,70.569,17.96,59.19,3.53,0.0,0,0.0
2025-10-29 09:00:00,80.38,16.75,63.91,3.27,0.0,0,0.0
2025-10-29 10:00:00,68.066,17.51,63.67,3.57,0.0,0,0.0
2025-10-29 11:00:00,71.171,18.12,59.94,3.37,0.0,0,0.0
2025-10-29 12:00:00,68.977,17.97,68.56,2.09,0.0,0,0.0
2025-10-29 13:00:00,73.313,20.96,60.25,2.3,0.88,0,0.0
2025-10-29 14:00:00,66.769,20.85,64.33,0.79,0.0,0,0.0
2025-10-29 15:00:00,72.607,22.46,62.26,1.6,1.71,0,0.0
2025-10-29 16:00:00,77.501,23.99,66.77,0.56,0.0,1,73.2
2025-10-29 17:00:00,77.691,24.77,54.97,0.1,0.0,0,0.0
2025-10-29 18:00:00,78.901,25.67,54.31,0.59,0.0,0,0.0
2025-10-29 19:00:00,82.191,25.15,57.41,1.59,0.81,0,0.0
2025-10-29 20:00:00,80.421,24.9,59.53,1.01,0.0,0,0.0
2025-10-29 21:00:00,77.633,25.18,57.37,2.04,0.0,1,113.2
2025-10-29 22:00:00,78.542,22.85,65.74,1.0,2.93,0,0.0
2025-10-29 23:00:00,72.007,22.5,58.18,2.44,0.0,0,0.0
2025-10-30 00:00:00,64.684,21.84,56.17,1.81,0.0,0,0.0
2025-10-30 01:00:00,64.585,21.26,61.45,2.72,0.0,0,0.0
2025-10-30 02:00:00,66.879,21.9,66.46,3.08,0.0,0,0.0
2025-10-30 03:00:00,67.84,19.3,69.18,3.66,0.0,0,0.0
2025-10-30 04:00:00,64.349,18.97,67.62,3.65,0.0,0,0.0
2025-10-30 05:00:00,68.346,20.15,64.28,3.21,0.0,0,0.0
2025-10-30 06:00:00,65.078,17.53,68.34,4.23,0.0,0,0.0
2025-10-30 07:00:00,65.224,18.44,67.15,4.69,0.0,0,0.0
2025-10-30 08:00:00,76.612,16.3,61.73,3.15,0.0,0,0.0
2025-10-30 09:00:00,72.688,17.31,65.87,2.16,0.0,0,0.0
2025-10-30 10:00:00,73.722,16.82,69.47,3.25,0.0,0,0.0
2025-10-30 11:00:00,67.724,18.19,61.84,2.39,0.0,0,0.0
2025-10-30 12:00:00,66.564,20.43,65.55,2.12,0.0,0,0.0
2025-10-30 13:00:00,66.615,18.32,64.23,2.15,0.0,0,0.0
2025-10-30 14:00:00,71.174,21.94,62.38,1.18,0.0,0,0.0
2025-10-30 15:00:00,69.961,22.74,55.7,0.98,0.0,0,0.0
2025-10-30 16:00:00,74.493,22.71,64.37,0.84,0.0,0,0.0
2025-10-30 17:00:00,77.139,22.52,67.48,1.63,0.0,0,0.0
2025-10-30 18:00:00,83.708,24.97,55.14,0.72,0.0,0,0.0
2025-10-30 19:00:00,84.229,24.65,58.7,0.1,0.0,0,0.0
2025-10-30 20:00:00,79.523,25.7,53.31,0.18,0.0,0,0.0
2025-10-30 21:00:00,83.546,25.31,53.26,1.22,12.64,0,0.0
2025-10-30 22:00:00,75.554,26.81,66.76,0.77,0.0,0,0.0
2025-10-30 23:00:00,70.72,23.96,61.02,0.87,0.0,0,0.0
2025-10-31 00:00:00,63.648,22.21,60.01,2.58,0.0,0,0.0
2025-10-31 01:00:00,65.347,22.69,58.51,3.0,0.0,0,0.0
2025-10-31 02:00:00,62.551,21.7,69.68,2.73,0.0,0,0.0
2025-10-31 03:00:00,65.283,22.03,58.56,3.44,0.0,0,0.0
2025-10-31 04:00:00,71.493,20.44,66.62,3.61,0.0,0,0.0
2025-10-31 05:00:00,66.227,19.04,60.83,4.01,0.0,0,0.0
2025-10-31 06:00:00,67.708,19.73,57.22,4.06,0.0,0,0.0
2025-10-31 07:00:00,70.39,16.15,68.56,2.09,0.0,0,0.0
2025-10-31 08:00:00,72.954,16.67,58.02,3.35,0.0,0,0.0
2025-10-31 09:00:00,69.598,16.46,68.26,3.57,0.0,0,0.0
2025-10-31 10:00:00,77.633,17.51,61.25,2.7,3.23,0,0.0
2025-10-31 11:00:00,73.753,16.96,69.02,2.61,0.0,0,0.0
2025-10-31 12:00:00,68.294,20.2,67.43,2.65,0.0,0,0.0
2025-10-31 13:00:00,69.076,20.14,66.78,1.86,0.0,0,0.0
2025-10-31 14:00:00,67.199,19.67,56.56,2.35,0.0,0,0.0
2025-10-31 15:00:00,72.759,21.26,65.8,1.82,0.0,0,0.0
2025-10-31 16:00:00,76.121,23.81,68.56,0.83,0.0,0,0.0
2025-10-31 17:00:00,78.985,25.27,56.48,0.63,0.0,0,0.0
2025-10-31 18:00:00,78.718,27.3,55.73,0.1,0.0,0,0.0
2025-10-31 19:00:00,82.039,28.8,62.92,0.56,0.0,0,0.0
2025-10-31 20:00:00,83.811,25.94,54.84,0.1,0.0,0,0.0
2025-10-31 21:00:00,77.529,24.11,63.44,1.27,0.0,0,0.0
2025-10-31 22:00:00,68.688,22.34,65.92,1.54,0.0,0,0.0
2025-10-31 23:00:00,70.595,24.59,53.8,2.23,0.0,0,0.0
2025-11-01 00:00:00,64.648,22.48,62.82,3.04,0.0,0,0.0
2025-11-01 01:00:00,60.746,21.99,63.44,2.57,0.0,0,0.0
2025-11-01 02:00:00,56.706,20.72,60.12,4.32,0.0,0,0.0
2025-11-01 03:00:00,59.14,20.25,69.0,3.4,0.0,0,0.0
2025-11-01 04:00:00,61.629,20.73,58.0,2.71,3.24,0,0.0
2025-11-01 05:00:00,55.99,18.81,62.17,3.31,0.0,0,0.0
2025-11-01 06:00:00,60.931,17.8,70.05,3.48,0.0,0,0.0
2025-11-01 07:00:00,65.399,16.35,61.05,4.0,0.0,0,0.0
2025-11-01 08:00:00,71.344,15.44,71.05,2.93,0.0,0,0.0
2025-11-01 09:00:00,66.213,17.01,58.98,3.08,0.0,0,0.0
2025-11-01 10:00:00,71.253,17.93,64.58,2.85,0.0,0,0.0
2025-11-01 11:00:00,64.855,20.75,56.68,2.32,4.92,0,0.0
2025-11-01 12:00:00,55.75,19.61,66.4,2.69,0.0,0,0.0
2025-11-01 13:00:00,67.613,21.6,66.9,2.2,6.55,0,0.0
2025-11-01 14:00:00,65.841,20.86,68.23,2.15,0.0,0,0.0
2025-11-01 15:00:00,68.762,21.07,70.08,0.94,0.0,0,0.0
2025-11-01 16:00:00,71.568,22.3,64.7,1.62,0.0,0,0.0
2025-11-01 17:00:00,73.977,23.41,65.49,0.1,0.0,0,0.0
2025-11-01 18:00:00,75.527,27.47,59.1,0.1,0.0,0,0.0
2025-11-01 19:00:00,76.821,24.33,67.09,0.1,0.0,1,172.8
2025-11-01 20:00:00,75.543,26.46,61.78,0.91,1.48,0,0.0
2025-11-01 21:00:00,72.728,24.23,66.71,1.86,0.0,0,0.0
2025-11-01 22:00:00,64.95,26.04,55.91,1.09,0.0,0,0.0
2025-11-01 23:00:00,63.161,24.74,60.6,1.53,0.0,0,0.0
2025-11-02 00:00:00,58.589,23.28,64.98,2.07,0.0,0,0.0
2025-11-02 01:00:00,52.536,22.46,57.57,2.93,0.0,0,0.0
2025-11-02 02:00:00,53.022,20.68,58.76,2.66,0.0,0,0.0
2025-11-02 03:00:00,58.688,20.97,70.09,2.94,0.0,1,223.6
2025-11-02 04:00:00,60.143,18.92,63.16,2.69,4.33,0,0.0
2025-11-02 05:00:00,59.144,17.17,60.42,3.31,0.0,0,0.0
2025-11-02 06:00:00,56.204,16.47,63.09,4.41,0.0,0,0.0
2025-11-02 07:00:00,70.335,17.81,63.27,3.7,5.16,0,0.0
2025-11-02 08:00:00,64.905,19.37,65.73,3.06,3.16,0,0.0
2025-11-02 09:00:00,66.894,17.8,71.17,4.0,0.83,0,0.0
2025-11-02 10:00:00,66.251,17.86,72.08,2.6,4.38,0,0.0
2025-11-02 11:00:00,70.607,18.98,66.38,3.44,4.74,0,0.0
2025-11-02 12:00:00,65.49,21.04,65.88,3.04,0.0,0,0.0
2025-11-02 13:00:00,61.813,20.7,60.41,1.85,0.0,0,0.0
2025-11-02 14:00:00,63.174,20.98,68.27,0.55,0.0,0,0.0
2025-11-02 15:00:00,66.575,23.83,56.97,2.51,0.0,0,0.0
2025-11-02 16:00:00,66.081,23.98,55.2,1.13,0.0,0,0.0
2025-11-02 17:00:00,75.101,26.14,66.91,0.56,0.0,0,0.0
2025-11-02 18:00:00,75.08,25.15,65.87,1.27,0.0,0,0.0
2025-11-02 19:00:00,77.72,23.86,58.24,1.17,0.0,0,0.0
2025-11-02 20:00:00,77.214,23.83,63.83,1.69,0.0,0,0.0
2025-11-02 21:00:00,72.008,27.32,58.62,0.74,0.0,0,0.0
2025-11-02 22:00:00,64.611,27.0,56.65,1.64,0.0,0,0.0
2025-11-02 23:00:00,65.203,24.08,57.85,1.1,0.0,0,0.0
2025-11-03 00:00:00,59.971,23.03,56.22,2.6,0.0,0,0.0
2025-11-03 01:00:00,64.956,24.28,61.67,2.57,1.21,0,0.0
2025-11-03 02:00:00,63.208,20.16,62.6,3.12,0.0,0,0.0
2025-11-03 03:00:00,63.804,19.38,64.06,3.17,3.74,0,0.0
2025-11-03 04:00:00,61.276,20.26,59.08,3.35,0.0,0,0.0
2025-11-03 05:00:00,70.128,18.18,71.17,3.13,1.53,0,0.0
2025-11-03 06:00:00,67.184,18.02,66.77,4.17,0.0,0,0.0
2025-11-03 07:00:00,77.015,17.43,71.04,4.54,0.0,0,0.0
2025-11-03 08:00:00,72.207,17.89,58.9,3.17,0.0,0,0.0
2025-11-03 09:00:00,74.819,19.31,65.76,3.59,0.0,0,0.0
2025-11-03 10:00:00,73.535,18.13,69.86,3.21,0.0,0,0.0
2025-11-03 11:00:00,71.881,19.43,61.31,2.59,0.0,0,0.0
2025-11-03 12:00:00,71.448,17.03,60.71,1.28,0.0,0,0.0
2025-11-03 13:00:00,71.154,20.39,59.74,1.03,0.0,0,0.0
2025-11-03 14:00:00,64.863,20.48,59.81,0.98,0.55,0,0.0
2025-11-03 15:00:00,73.795,21.06,62.07,0.1,0.0,0,0.0
2025-11-03 16:00:00,76.983,22.43,59.43,1.75,2.94,0,0.0
2025-11-03 17:00:00,78.437,23.91,57.72,0.97,0.0,0,0.0
2025-11-03 18:00:00,86.035,26.05,62.1,0.68,0.0,0,0.0
2025-11-03 19:00:00,85.933,23.76,54.54,0.1,0.0,0,0.0
2025-11-03 20:00:00,83.481,25.52,57.79,0.1,0.0,0,0.0
2025-11-03 21:00:00,77.68,24.77,63.48,1.14,0.0,0,0.0
2025-11-03 22:00:00,71.766,24.56,55.9,2.63,0.0,0,0.0
2025-11-03 23:00:00,73.298,25.52,56.0,1.39,0.0,0,0.0
2025-11-04 00:00:00,67.244,24.15,56.52,2.72,0.0,0,0.0
2025-11-04 01:00:00,58.503,24.14,53.53,2.3,0.0,0,0.0
2025-11-04 02:00:00,66.764,21.32,62.32,2.98,0.0,0,0.0
2025-11-04 03:00:00,63.91,19.63,56.8,3.99,3.52,0,0.0
2025-11-04 04:00:00,59.974,19.24,60.55,3.29,0.0,0,0.0
2025-11-04 05:00:00,68.073,18.97,71.54,3.23,0.0,0,0.0
2025-11-04 06:00:00,71.059,18.25,70.82,4.55,0.0,0,0.0
2025-11-04 07:00:00,69.115,16.34,61.42,3.68,0.0,0,0.0
2025-11-04 08:00:00,69.763,17.61,62.08,4.15,0.0,0,0.0
2025-11-04 09:00:00,77.833,17.91,64.21,2.85,0.0,0,0.0
2025-11-04 10:00:00,72.128,21.06,68.03,3.79,0.0,0,0.0
2025-11-04 11:00:00,74.832,20.93,67.48,2.75,0.0,0,0.0
2025-11-04 12:00:00,65.023,18.48,58.81,2.46,0.0,0,0.0
2025-11-04 13:00:00,70.773,20.12,57.79,1.89,5.21,0,0.0
2025-11-04 14:00:00,70.934,19.75,62.4,1.15,2.34,0,0.0
2025-11-04 15:00:00,74.585,21.83,67.95,1.14,0.0,0,0.0
2025-11-04 16:00:00,81.247,23.88,66.9,0.64,5.43,0,0.0
2025-11-04 17:00:00,76.31,25.78,54.14,1.33,0.0,0,0.0
2025-11-04 18:00:00,82.728,24.09,62.16,0.58,0.0,0,0.0
2025-11-04 19:00:00,78.406,24.58,55.59,0.1,0.0,0,0.0
2025-11-04 20:00:00,78.001,22.93,64.54,0.1,0.0,0,0.0
2025-11-04 21:00:00,78.0,25.17,66.64,0.1,0.0,0,0.0
2025-11-04 22:00:00,76.104,23.69,60.61,1.82,0.0,0,0.0
2025-11-04 23:00:00,75.198,23.7,55.03,1.12,0.0,0,0.0
2025-11-05 00:00:00,70.053,22.47,63.21,2.38,3.92,0,0.0
2025-11-05 01:00:00,63.114,22.44,60.66,2.67,0.0,0,0.0
2025-11-05 02:00:00,65.109,19.41,68.52,2.91,0.0,0,0.0
2025-11-05 03:00:00,66.212,18.73,61.87,3.52,0.0,0,0.0
2025-11-05 04:00:00,70.031,22.08,67.88,3.59,7.86,0,0.0
2025-11-05 05:00:00,65.196,17.15,61.82,2.02,0.0,0,0.0
2025-11-05 06:00:00,67.672,16.74,60.32,3.51,0.0,0,0.0
2025-11-05 07:00:00,70.297,19.86,60.68,3.9,0.0,0,0.0
2025-11-05 08:00:00,71.9,21.01,55.92,4.48,0.0,0,0.0
2025-11-05 09:00:00,72.245,16.25,62.47,4.27,0.0,0,0.0
2025-11-05 10:00:00,72.83,17.62,67.33,2.13,0.0,0,0.0
2025-11-05 11:00:00,69.729,19.1,58.67,2.38,0.0,0,0.0
2025-11-05 12:00:00,66.338,21.6,56.71,1.26,0.0,0,0.0
2025-11-05 13:00:00,70.258,19.3,58.4,2.72,0.0,0,0.0
2025-11-05 14:00:00,70.241,21.23,56.43,2.06,0.0,0,0.0
2025-11-05 15:00:00,77.319,23.49,67.03,1.35,0.0,0,0.0
2025-11-05 16:00:00,76.942,24.04,67.74,1.0,0.0,0,0.0
2025-11-05 17:00:00,77.004,23.9,54.36,1.58,0.0,0,0.0
2025-11-05 18:00:00,80.246,24.82,64.51,1.43,0.0,0,0.0
2025-11-05 19:00:00,82.731,23.74,64.82,1.45,0.0,1,154.7
2025-11-05 20:00:00,83.59,25.24,67.81,1.17,0.0,0,0.0
2025-11-05 21:00:00,77.988,25.07,58.18,0.93,0.0,0,0.0
2025-11-05 22:00:00,71.359,25.26,57.12,1.91,0.0,0,0.0
2025-11-05 23:00:00,69.731,23.68,60.59,2.3,0.0,0,0.0
2025-11-06 00:00:00,64.908,24.11,66.39,2.09,0.0,0,0.0
2025-11-06 01:00:00,66.514,23.79,64.66,2.38,0.0,0,0.0
2025-11-06 02:00:00,60.419,21.73,62.04,3.63,0.0,0,0.0
2025-11-06 03:00:00,64.657,20.93,59.11,4.26,0.0,0,0.0
2025-11-06 04:00:00,65.814,19.6,67.14,3.05,0.0,0,0.0
2025-11-06 05:00:00,65.569,18.71,69.59,3.49,0.0,0,0.0
2025-11-06 06:00:00,66.454,17.21,63.67,3.91,0.0,0,0.0
2025-11-06 07:00:00,69.078,18.06,67.2,3.94,0.0,0,0.0
2025-11-06 08:00:00,72.91,17.42,63.55,3.19,0.0,0,0.0
2025-11-06 09:00:00,76.704,20.19,63.07,4.39,0.0,0,0.0
2025-11-06 10:00:00,76.223,19.96,63.9,3.2,0.0,1,66.3
2025-11-06 11:00:00,69.703,19.17,68.13,2.91,2.64,0,0.0
2025-11-06 12:00:00,69.672,18.62,71.49,3.26,0.0,0,0.0
2025-11-06 13:00:00,65.286,19.17,63.16,1.54,7.32,0,0.0
2025-11-06 14:00:00,69.85,22.97,59.35,1.4,0.0,0,0.0
2025-11-06 15:00:00,73.318,22.89,59.87,0.39,0.0,0,0.0
2025-11-06 16:00:00,78.759,24.12,55.54,0.8,0.0,0,0.0
2025-11-06 17:00:00,73.781,22.27,59.09,0.1,0.0,0,0.0
2025-11-06 18:00:00,78.257,26.12,53.63,1.15,0.0,1,101.9
2025-11-06 19:00:00,82.795,25.95,58.85,1.0,0.0,0,0.0
2025-11-06 20:00:00,76.814,24.21,55.99,0.73,0.0,0,0.0
2025-11-06 21:00:00,80.219,24.84,58.29,1.08,3.99,0,0.0
2025-11-06 22:00:00,77.381,25.32,64.71,1.91,0.0,0,0.0
2025-11-06 23:00:00,68.174,24.43,57.03,1.13,0.0,0,0.0
2025-11-07 00:00:00,64.74,23.21,63.25,2.32,0.0,0,0.0
2025-11-07 01:00:00,61.753,22.47,68.04,3.01,0.0,0,0.0
2025-11-07 02:00:00,67.679,21.26,63.75,1.88,0.0,0,0.0
2025-11-07 03:00:00,64.429,20.71,58.48,3.67,0.0,0,0.0
2025-11-07 04:00:00,63.315,21.32,60.38,2.49,0.0,0,0.0
2025-11-07 05:00:00,62.859,15.65,67.47,3.58,0.0,0,0.0
2025-11-07 06:00:00,69.147,17.81,64.91,3.0,0.0,0,0.0
2025-11-07 07:00:00,73.536,17.91,59.49,4.51,0.0,0,0.0
2025-11-07 08:00:00,71.648,17.91,63.95,2.8,2.9,0,0.0
2025-11-07 09:00:00,72.552,17.25,65.8,2.27,0.0,0,0.0
2025-11-07 10:00:00,70.505,15.99,62.42,3.03,0.0,0,0.0
2025-11-07 11:00:00,75.38,19.12,65.71,2.34,0.0,0,0.0
2025-11-07 12:00:00,64.388,21.63,56.07,1.3,0.0,0,0.0
2025-11-07 13:00:00,74.071,18.68,61.84,2.13,8.28,0,0.0
2025-11-07 14:00:00,69.302,22.59,66.51,0.26,0.0,0,0.0
2025-11-07 15:00:00,71.41,22.2,58.57,0.52,0.0,0,0.0
2025-11-07 16:00:00,77.25,23.48,62.99,0.56,8.73,0,0.0
2025-11-07 17:00:00,79.138,23.12,60.28,1.23,0.0,0,0.0
2025-11-07 18:00:00,79.338,24.62,57.97,1.48,0.0,0,0.0
2025-11-07 19:00:00,85.957,26.98,65.55,1.41,0.0,0,0.0
2025-11-07 20:00:00,84.277,26.26,57.39,0.81,0.46,0,0.0
2025-11-07 21:00:00,76.307,27.5,55.05,0.1,0.0,0,0.0
2025-11-07 22:00:00,77.82,26.43,65.78,1.68,0.0,0,0.0
2025-11-07 23:00:00,71.315,24.91,64.24,2.69,0.0,0,0.0
2025-11-08 00:00:00,59.459,25.67,62.83,2.94,0.0,0,0.0
2025-11-08 01:00:00,61.921,23.14,54.86,2.87,0.0,0,0.0
2025-11-08 02:00:00,56.58,22.57,56.43,2.24,0.0,0,0.0
2025-11-08 03:00:00,61.354,20.19,65.46,2.95,0.0,0,0.0
2025-11-08 04:00:00,60.175,19.66,59.35,4.66,0.0,0,0.0
2025-11-08 05:00:00,59.715,17.91,60.64,2.8,0.0,0,0.0
2025-11-08 06:00:00,64.201,19.3,68.11,3.01,0.0,0,0.0
2025-11-08 07:00:00,65.296,16.3,62.51,4.21,0.0,1,82.4
2025-11-08 08:00:00,63.842,18.52,57.96,3.24,0.0,0,0.0
2025-11-08 09:00:00,65.924,17.48,58.06,2.55,0.0,0,0.0
2025-11-08 10:00:00,64.98,19.52,62.94,3.87,0.0,0,0.0
2025-11-08 11:00:00,65.391,19.65,65.47,2.86,0.0,0,0.0
2025-11-08 12:00:00,68.257,21.76,67.98,1.97,0.0,0,0.0
2025-11-08 13:00:00,64.337,21.42,56.81,1.12,0.0,0,0.0
2025-11-08 14:00:00,59.924,19.69,59.14,2.68,0.0,0,0.0
2025-11-08 15:00:00,65.873,22.53,62.43,1.12,0.0,0,0.0
2025-11-08 16:00:00,70.068,22.17,60.16,1.74,0.0,0,0.0
2025-11-08 17:00:00,75.108,23.78,60.97,1.29,0.0,0,0.0
2025-11-08 18:00:00,75.236,26.85,65.75,0.39,0.0,0,0.0
2025-11-08 19:00:00,74.088,26.21,60.45,0.44,0.0,0,0.0
2025-11-08 20:00:00,75.696,24.74,59.38,1.77,0.0,0,0.0
2025-11-08 21:00:00,75.445,24.22,68.31,2.02,0.0,0,0.0
2025-11-08 22:00:00,71.201,25.08,53.93,0.32,4.57,0,0.0
2025-11-08 23:00:00,64.558,22.94,68.21,2.14,0.0,0,0.0
2025-11-09 00:00:00,63.122,22.79,61.85,2.13,0.0,0,0.0
2025-11-09 01:00:00,58.547,23.01,61.75,1.97,0.0,0,0.0
2025-11-09 02:00:00,60.007,22.98,68.04,3.11,0.0,0,0.0
2025-11-09 03:00:00,57.34,21.29,62.84,2.45,0.0,0,0.0
2025-11-09 04:00:00,61.826,16.85,64.47,3.22,0.0,0,0.0
2025-11-09 05:00:00,61.867,19.13,60.61,3.17,0.0,0,0.0
2025-11-09 06:00:00,63.78,18.22,66.95,3.4,0.0,0,0.0
2025-11-09 07:00:00,62.475,18.23,65.61,3.61,0.0,0,0.0
2025-11-09 08:00:00,69.83,19.53,59.49,2.89,0.0,0,0.0
2025-11-09 09:00:00,70.096,15.26,69.49,4.2,0.0,0,0.0
2025-11-09 10:00:00,70.202,17.42,67.21,3.25,0.0,0,0.0
2025-11-09 11:00:00,65.846,19.48,62.27,3.66,0.0,0,0.0
2025-11-09 12:00:00,62.944,17.7,57.45,2.1,0.0,0,0.0
2025-11-09 13:00:00,63.063,22.33,61.3,1.48,0.0,1,47.0
2025-11-09 14:00:00,69.22,22.04,54.87,2.51,0.0,0,0.0
2025-11-09 15:00:00,64.673,23.65,54.94,0.79,0.0,0,0.0
2025-11-09 16:00:00,66.729,22.91,60.71,0.79,0.0,0,0.0
2025-11-09 17:00:00,72.083,25.4,53.99,1.18,0.51,1,67.2
2025-11-09 18:00:00,74.517,26.34,56.33,0.1,0.0,0,0.0
2025-11-09 19:00:00,80.463,25.74,62.39,1.18,0.0,0,0.0
